"","PerChgPriRel","rsi","macd","ema.20","sma.20","sma.50","dema.20"
"1996-11-20",1,80.4509916758637,4.45040313731273,26.3955213434903,25.8309162389298,24.8204886022328,27.8020387638404
"1996-11-21",1,81.406420067713,4.83562705177776,26.7059121651891,26.0915524884326,24.9636006859099,28.2593053365667
"1996-11-22",1,83.8809086263234,5.31058550862802,27.0669112586866,26.4026727787249,25.1048391160473,28.7989804507164
"1996-11-25",1,81.5435427994835,5.55829975623128,27.3774956256494,26.6969801352511,25.2403118191938,29.2256107504522
"1996-11-26",1,81.7778955173384,5.69782343056173,27.6653721835865,27.0116854244075,25.37386950698,29.5979360870178
"1996-11-27",1,81.8605770560523,5.73963200581669,27.9281224779801,27.3203974042345,25.5045501477767,29.9143591331551
"1996-11-29",0,82.7056588078656,5.76551873860784,28.1887544497944,27.6159493083963,25.6438787327815,30.221635588499
"1996-12-02",0,84.9023424166678,5.90198719454278,28.4909903225024,27.9607665568498,25.7990756694411,30.6037152375901
"1996-12-03",0,83.7176961361747,5.91261315865039,28.7575701718866,28.2899831052505,25.9480323260796,30.9102744825991
"1996-12-04",0,81.6723008700692,5.81451676313245,28.9873087066956,28.5987952582366,26.0950636269028,31.142852233596
"1996-12-05",0,71.1837907763547,5.48812647123667,29.1310319390972,28.8405057050832,26.2195117430197,31.2113209117991
"1996-12-06",0,63.9219981895711,5.02186102409796,29.2083845601451,29.0509501239795,26.3410517907818,31.1605364782996
"1996-12-09",0,69.0896326585342,4.82275604111209,29.3585395673393,29.2974707289723,26.4779882222823,31.2606267855121
"1996-12-10",0,64.0115821514615,4.49559135616271,29.4531641706905,29.5211430827706,26.6072258156352,31.2597129615931
"1996-12-11",1,60.5501570631398,4.10494712710932,29.5089997375794,29.7412078179593,26.7330885429444,31.1940141565336
"1996-12-12",1,52.1415485616106,3.52240059381839,29.4770577774964,29.9035506553936,26.8334794055458,30.9726947640941
"1996-12-13",0,54.0504027290445,3.09026736247007,29.4710634238317,30.057475716072,26.9420384890976,30.8188353298188
"1996-12-16",1,47.1626726836791,2.49748757594934,29.3877612100538,30.092349362632,27.0280066326018,30.5318052172907
"1996-12-17",0,52.1809770217288,2.17267347777661,29.3719468793982,30.1416534836305,27.1216839547089,30.3927261105907
"1996-12-18",0,60.5594394790603,2.24296248798816,29.481328456374,30.1849449069463,27.2394172377745,30.5038549018596
"1996-12-19",0,59.7246666993362,2.24523500868776,29.5711305343117,30.2378566465545,27.363381752963,30.5775230078851
"1996-12-20",0,54.1027020396777,2.04066082187391,29.5882445914488,30.2426668047007,27.4681211462495,30.5142743097108
"1996-12-23",0,53.5213895374438,1.8378700634774,29.5968570838878,30.201780460458,27.5632621967106,30.4424857507126
"1996-12-24",1,55.5774635094166,1.73536053103966,29.63213595693,30.1837423674098,27.6636957136895,30.4291475406191
"1996-12-26",1,55.5774635094166,1.63514477787108,29.6640549373015,30.1620966557519,27.7660481236993,30.4140397333564
"1996-12-27",1,54.4142580379645,1.50575661450489,29.6814812572896,30.1332357068747,27.873191303502,30.375805600376
"1996-12-30",1,51.6217992230165,1.3100099196214,29.6697613097766,30.0779188881933,27.9822378656528,30.2873557629145
"1996-12-31",1,47.8736012485306,1.03204656478417,29.6202181722719,29.9672852508307,28.0687154612233,30.1341693626066
"1997-01-02",1,51.0272114769312,0.892927592827264,29.6074611497898,29.8770947855895,28.159048938652,30.0609225397518
"1997-01-03",1,59.8164807267885,1.07717293048288,29.7035750022449,29.8494363762488,28.2839832408111,30.2008097453841
"1997-01-06",1,62.4421182614522,1.31686926721284,29.8294745299354,29.8758922460529,28.4084597931797,30.3932626797337
"1997-01-07",1,64.9112240857223,1.59573642619988,29.9823230018865,29.950449697319,28.5483094632627,30.6307085168026
"1997-01-08",1,58.1324517706231,1.61610059130513,30.0564790345596,29.9492471577825,28.6780487533404,30.710207101426
"1997-01-09",1,60.6606168513492,1.71406979455382,30.1602214119015,29.9889309624886,28.812126233648,30.8455518138043
"1997-01-10",0,62.0488427207522,1.82662728262313,30.2746985263136,30.0550706369989,28.9572489818954,30.9983338982177
"1997-01-13",0,63.1383924871955,1.9363176677502,30.3943069188882,30.1729195115808,29.1028605012987,31.1572417534163
"1997-01-14",0,66.8204252742612,2.154831190633,30.5600744172376,30.3089569409578,29.2504834123539,31.4003289088888
"1997-01-15",0,61.7630753843055,2.18034922047823,30.6662474625228,30.4628820016362,29.3946635173254,31.5225390435605
"1997-01-16",0,62.8707408211902,2.21754091911197,30.7783426496967,30.5939588111202,29.537413500422,31.6545021066501
"1997-01-17",0,62.3153010339,2.20790284404575,30.8751810017625,30.6576934065573,29.6734447727965,31.7555123527797
"1997-01-20",0,64.6683707579572,2.26002230697488,30.9948643746061,30.7430737136524,29.8028380269293,31.8996396009565
"1997-01-21",0,65.9757597287176,2.32244485306499,31.121473742974,30.8717454440633,29.9346363601352,32.0546312334335
"1997-01-22",1,47.1761655426915,1.855820875974,31.052780956404,30.9078216301598,30.0255483490984,31.8349156884944
"1997-01-23",1,39.5842525221014,1.16019277067807,30.876102765074,30.8693403649902,30.091928531516,31.4238967781429
"1997-01-24",1,38.2581791317191,0.536037906096709,30.6933455531744,30.8188337044551,30.1583087139336,31.0236169447086
"1997-01-27",1,33.6456201795848,-0.202739140307362,30.440952833096,30.7286432392138,30.2006381056201,30.5114144882225
"1997-01-28",0,41.6239731274847,-0.530850003032779,30.3042195748574,30.7009848298731,30.254030861043,30.2442595529941
"1997-01-29",0,49.046546226341,-0.496291265324589,30.2835833491077,30.7478838717986,30.2978033001734,30.2106629346007
"1997-01-30",0,50.1092451354458,-0.418981105941563,30.2809463386786,30.7863651369682,30.3382086286015,30.2125848589747
